,asm,con,cor,dis,eng,hom
0,0.002046485260770976,209.02142857142857,0.6560479142864305,10.307142857142857,0.045238095238095244,0.12322206760991247
1,0.0025113378684807263,191.76666666666668,0.7727239347799171,9.033333333333335,0.05011325042821236,0.15297814044377347
2,0.002341269841269842,98.83809523809524,0.6678294799164659,7.704761904761907,0.04838667007833709,0.13327782499286345
3,0.0021541950113378684,112.86428571428573,0.8684630402966229,7.583333333333335,0.04641330640385221,0.15676614162765506
4,0.012474489795918368,1.9380952380952383,0.9839148766313193,0.9285714285714286,0.11168925550794206,0.6256724843783668
5,0.006865079365079364,16.995238095238093,0.8425850587599277,2.7142857142857144,0.08285577448240626,0.37829906751400827
6,0.010354308390022675,11.521428571428572,0.8014275684930922,2.2595238095238095,0.10175612212551477,0.41308342482510746
7,0.05474489795918368,3.5857142857142863,0.5992442587615423,1.0523809523809522,0.23397627648798858,0.650997482197943
8,0.0012840136054421772,1479.5428571428574,0.3800689826966727,29.561904761904763,0.03583313557926765,0.039498160183125255
9,0.0014455782312925171,713.354761904762,0.27388085174451254,21.102380952380955,0.03802076053016979,0.04474034519295933
10,0.001332199546485261,1161.5714285714287,0.3369337780129033,26.452380952380956,0.03649930884941879,0.040166265692561307
11,0.0013435374149659875,937.5690476190479,0.34373147870594256,24.75000000000001,0.036654295996049184,0.027588766864979308
12,0.0014654195011337874,544.7952380952381,0.734603538112459,17.080952380952382,0.03828079807336555,0.08892017641003717
13,0.0015646258503401367,454.54285714285714,0.648063588993842,14.76666666666667,0.039555351728181316,0.08078496681891813
14,0.0013520408163265314,312.97142857142865,0.7971219326283313,13.7952380952381,0.03677010764638215,0.06964426706868623
15,0.0014484126984126993,294.57619047619056,0.7290642613244389,13.704761904761908,0.03805801753129949,0.06490354105756652
