,asm,con,cor,dis,eng,hom
0,0.12269520091030726,1.4160984637519725,0.41389941398376834,0.7651554507614066,0.34967733831302583,0.677232178869169
1,0.1317535037123362,1.4941908193974216,0.5820023296688284,0.7504063093894581,0.3623368513036007,0.6929966229015507
2,0.13582140299288517,0.934265915764069,0.30671816104025756,0.6810506895894708,0.36811317694175466,0.684704445223252
3,0.09180373922507341,0.951234915993688,0.7356817086676518,0.6208713731209116,0.30160983688730475,0.7217479561802862
4,0.40723324325189303,0.14981217053354634,0.7428419229034611,0.14981217053354634,0.6379164214116014,0.9250939147332269
5,0.41716185890615326,0.27982249727632924,0.409762482218538,0.27539989105316903,0.6455497915395221,0.8627423150957315
6,0.30649296659202024,0.33283963441742753,0.3403112975667006,0.33103443916809566,0.5531438717420596,0.8346632999408854
7,0.976980002773386,0.011598074132700172,-0.0006336536717199806,0.011598074132700172,0.9884213455587437,0.99420096293365
8,0.02172691499184164,7.812896727686664,0.19179622176562927,2.101043226975822,0.14711857230438585,0.38364570779583995
9,0.04415813236911756,3.4281667802547307,0.13018606799316515,1.4091228741932806,0.2100298285060659,0.4797303963226442
10,0.028471412521552483,5.129517708745548,0.24777819940899348,1.6979197445367806,0.16842259215954256,0.43635135025935484
11,0.03578131679409164,4.168855740716313,0.26945160374974414,1.5353591947705523,0.18759204983937938,0.46326359227179387
12,0.03342238932969287,5.224080693937574,0.3532617889445113,1.6232406918856597,0.18246813622995106,0.47565279772222163
13,0.045825181398722194,3.941587063418781,0.23811852202781122,1.3811841922056605,0.2137763449730199,0.5086424433828995
14,0.03574075021013548,2.9260510621094653,0.5335481623548399,1.2541547399199755,0.18853329870089497,0.5239316750075741
15,0.0430112431131146,3.0294193756809182,0.3010665789438722,1.3103361290653537,0.20716544437775308,0.5022895759420867
